,x_values,14f,7f,KDE's sum,KDE's top,General KDE
207,112333.26653306614,6.676880488522786e-06,6.083282742087587e-06,1.2760163230610374e-05,6.676880488522786e-06,6.486235878236223e-06
208,112924.248496994,6.676785057852746e-06,6.4762104068254935e-06,1.315299546467824e-05,6.676785057852746e-06,6.683241150938406e-06
209,113515.23046092186,6.67661142508251e-06,6.850015266782681e-06,1.3526626691865191e-05,6.850015266782681e-06,6.8644193267388904e-06
210,114106.21242484971,6.676313617794775e-06,7.198076984552265e-06,1.387439060234704e-05,7.198076984552265e-06,7.0267035905479555e-06
211,114697.19438877757,6.6758182042407726e-06,7.5155313726108126e-06,1.4191349576851585e-05,7.5155313726108126e-06,7.1683760264813425e-06
212,115288.17635270543,6.6750121784491066e-06,7.799264432592005e-06,1.447427661104111e-05,7.799264432592005e-06,7.288957441146632e-06
213,115879.15831663327,6.6737263444002426e-06,8.047792694096015e-06,1.4721519038496258e-05,8.047792694096015e-06,7.389010391291808e-06
214,116470.14028056113,6.67171346183735e-06,8.261052695262182e-06,1.4932766157099532e-05,8.261052695262182e-06,7.469884919651907e-06
215,117061.12224448899,6.668620632448822e-06,8.440127246890354e-06,1.5108747879339175e-05,8.440127246890354e-06,7.533437825489764e-06
216,117652.10420841684,6.6639558583012556e-06,8.586937742976873e-06,1.5250893601278129e-05,8.586937742976873e-06,7.5817531792853015e-06
217,118243.0861723447,6.657049442533747e-06,8.703930471738148e-06,1.5360979914271893e-05,8.703930471738148e-06,7.616885530167803e-06
218,118834.06813627256,6.647011944627785e-06,8.793781215516126e-06,1.544079316014391e-05,8.793781215516126e-06,7.640639612924336e-06
219,119425.05010020042,6.632691718692335e-06,8.859137170675068e-06,1.5491828889367403e-05,8.859137170675068e-06,7.654393134013016e-06
220,120016.03206412826,6.612636553491467e-06,8.902409181732893e-06,1.551504573522436e-05,8.902409181732893e-06,7.658963834108054e-06
221,120607.01402805612,6.585065415456813e-06,8.925621198350832e-06,1.5510686613807645e-05,8.925621198350832e-06,7.65451927772428e-06
222,121197.99599198397,6.547857507382125e-06,8.9303182924871e-06,1.5478175799869226e-05,8.9303182924871e-06,7.640527737213977e-06
223,121788.97795591183,6.498566471766196e-06,8.917529877635272e-06,1.541609634940147e-05,8.917529877635272e-06,7.615750428922139e-06
224,122379.95991983969,6.434467248061049e-06,8.887781128211445e-06,1.5322248376272494e-05,8.887781128211445e-06,7.578277997306104e-06
225,122970.94188376755,6.352641545760263e-06,8.84114304752783e-06,1.5193784593288093e-05,8.84114304752783e-06,7.5256160531567385e-06
226,123561.9238476954,6.2501049573304426e-06,8.777310149824008e-06,1.502741510715445e-05,8.777310149824008e-06,7.454824381898102e-06
227,124152.90581162326,6.123974450308903e-06,8.695694263261156e-06,1.481966871357006e-05,8.695694263261156e-06,7.362711238647625e-06
228,124743.88777555112,5.971669654045813e-06,8.595523494403162e-06,1.4567193148448974e-05,8.595523494403162e-06,7.246077800218856e-06
229,125334.86973947898,5.791135579739793e-06,8.475936887783428e-06,1.4267072467523221e-05,8.475936887783428e-06,7.101999154709521e-06
230,125925.85170340684,5.581069004179658e-06,8.33606769227578e-06,1.3917136696455437e-05,8.33606769227578e-06,6.928118885230185e-06
231,126516.8336673347,5.341126658367194e-06,8.175111237796168e-06,1.3516237896163361e-05,8.175111237796168e-06,6.722926666466687e-06
232,127107.81563126255,5.0720915112231164e-06,7.992376918767445e-06,1.3064468429990562e-05,7.992376918767445e-06,6.485984744697765e-06
233,127698.79759519038,4.775974526258047e-06,7.787327211784274e-06,1.2563301738042321e-05,7.787327211784274e-06,6.21807153389588e-06
234,128289.77955911824,4.45603360035878e-06,7.559609452957598e-06,1.2015643053316379e-05,7.559609452957598e-06,5.92121943727841e-06
235,128880.7615230461,4.116698755404842e-06,7.30908768227809e-06,1.1425786437682932e-05,7.30908768227809e-06,5.598638395902075e-06
236,129471.74348697395,3.76340228228942e-06,7.035881766147926e-06,1.0799284048437345e-05,7.035881766147926e-06,5.2545339958045195e-06
237,130062.72545090181,3.4023231996308553e-06,6.74041903384957e-06,1.0142742233480426e-05,6.74041903384957e-06,4.8938455835401245e-06
238,130653.70741482967,3.040065567729357e-06,6.423499974642017e-06,9.463565542371374e-06,6.423499974642017e-06,4.5219419267941515e-06
239,131244.68937875752,2.683298349527426e-06,6.086374704841006e-06,8.769673054368432e-06,6.086374704841006e-06,4.14431657812559e-06
240,131835.67134268538,2.3383893510446276e-06,5.7308218339975026e-06,8.06921118504213e-06,5.7308218339975026e-06,3.7663210979317973e-06
241,132426.65330661324,2.0110665252851614e-06,5.359217125720147e-06,7.370283651005308e-06,5.359217125720147e-06,3.3929627051584363e-06
242,133017.6352705411,1.706136463960379e-06,4.974577013189746e-06,6.680713477150125e-06,4.974577013189746e-06,3.0287767644096477e-06
243,133608.61723446895,1.427282789624187e-06,4.580562363936426e-06,6.007845153560613e-06,4.580562363936426e-06,2.6777679510960395e-06
244,134199.5991983968,1.176957527030117e-06,4.181431184003773e-06,5.358388711033889e-06,4.181431184003773e-06,2.3434010960225044e-06
245,134790.58116232467,9.563678598362014e-07,3.781934912148697e-06,4.738302771984899e-06,3.781934912148697e-06,2.0286165294999583e-06
246,135381.56312625253,7.655505262431985e-07,3.3871607160911134e-06,4.152711242334312e-06,3.3871607160911134e-06,1.7358461685544048e-06
247,135972.54509018039,6.035178342401973e-07,3.0023304829549194e-06,3.6058483171951167e-06,3.0023304829549194e-06,1.4670144197414698e-06
248,136563.5270541082,4.684538272536931e-07,2.6325745409314177e-06,3.1010283681851106e-06,2.6325745409314177e-06,1.223519352573609e-06
249,137154.50901803607,3.579369126685958e-07,2.282703223125134e-06,2.6406401357937298e-06,2.282703223125134e-06,1.0062009819294766e-06
250,137745.49098196393,2.691661463957166e-07,1.9570012341226526e-06,2.226167380518369e-06,1.9570012341226526e-06,8.153117080350143e-07
251,138336.4729458918,1.991717669050637e-07,1.6590680150443786e-06,1.8582397819494422e-06,1.6590680150443786e-06,6.505070622559631e-07
252,138927.45490981964,1.449956281658425e-07,1.391722155772258e-06,1.5367177839381007e-06,1.391722155772258e-06,5.108725887050355e-07
253,139518.4368737475,1.0383293326197401e-07,1.1569801593470559e-06,1.26081309260903e-06,1.1569801593470559e-06,3.949961393951921e-07
254,140109.41883767536,7.313223752594245e-08,9.561106901739883e-07,1.0292429276999306e-06,9.561106901739883e-07,3.010861924177806e-07
255,140700.40080160322,5.0655395595675446e-08,7.897561545352528e-07,8.404115501309283e-07,7.897561545352528e-07,2.2712832705342858e-07
256,141291.38276553107,3.4502565584293695e-08,6.581053115002605e-07,6.926078770845543e-07,6.581053115002605e-07,1.7106553507109924e-07
257,141882.36472945893,2.3109425606724438e-08,5.610945766055778e-07,5.842040022123022e-07,5.610945766055778e-07,1.3098455714023706e-07
258,142473.3466933868,1.5224504271029572e-08,4.986123744326759e-07,5.138368787037056e-07,4.986123744326759e-07,1.0528990719531024e-07
259,143064.32865731465,9.874236343004821e-09,4.7068054364864755e-07,4.805547799916524e-07,4.7068054364864755e-07,9.284898473507192e-08
260,143655.3106212425,6.322363153177489e-09,4.77589277293772e-07,4.839116404469496e-07,4.77589277293772e-07,9.309468611657859e-08
261,144246.29258517036,4.028944069638587e-09,5.199670074541132e-07,5.239959515237517e-07,5.199670074541132e-07,1.0607535303383437e-07
262,144837.27454909822,2.612821029140639e-09,5.987734600058082e-07,6.013862810349488e-07,5.987734600058082e-07,1.324453005479678e-07
263,145428.25651302608,1.8200938108285867e-09,7.152121555725135e-07,7.170322493833421e-07,7.152121555725135e-07,1.7339260507812586e-07
264,146019.23847695393,1.5001417664542884e-09,8.705672066001314e-07,8.720673483665857e-07,8.705672066001314e-07,2.3050472005547595e-07
265,146610.22044088176,1.590007777444393e-09,1.065977614549133e-06,1.0675676223265774e-06,1.065977614549133e-06,3.055773083747554e-07
266,147201.20240480962,2.1075146302630716e-09,1.3021696454009281e-06,1.3042771600311912e-06,1.3021696454009281e-06,4.0037765474645356e-07
267,147792.18436873748,3.1532365657868196e-09,1.57917350676721e-06,1.5823267433329968e-06,1.57917350676721e-06,5.163808331373575e-07
268,148383.16633266534,4.921293381317834e-09,1.8960537839852038e-06,1.9009750773665217e-06,1.8960537839852038e-06,6.545035078341554e-07
269,148974.1482965932,7.718752428972322e-09,2.2506833881531683e-06,2.2584021405821407e-06,2.2506833881531683e-06,8.14865380343672e-07
270,149565.13026052105,1.1993100026976028e-08,2.6395878582609496e-06,2.6515809582879255e-06,2.6395878582609496e-06,9.96610208812318e-07
271,150156.1122244489,1.8366683157742168e-08,3.057880832336543e-06,3.076247515494285e-06,3.057880832336543e-06,1.1978156414858783e-06
272,150747.09418837677,2.7676167874666447e-08,3.499302865758342e-06,3.5269790336330084e-06,3.499302865758342e-06,1.4155131762752272e-06
273,151338.07615230462,4.101391265226589e-08,3.956365444207618e-06,3.997379356859884e-06,3.956365444207618e-06,1.6458268110677806e-06
274,151929.05811623248,5.976678794128924e-08,4.420591248012349e-06,4.480358035953639e-06,4.420591248012349e-06,1.8842229688142458e-06
275,152520.04008016034,8.564654925481146e-08,4.882831857310968e-06,4.968478406565779e-06,4.882831857310968e-06,2.125847596727689e-06
276,153111.0220440882,1.20704638947952e-07,5.33363645653694e-06,5.454341095484893e-06,5.33363645653694e-06,2.365911938753784e-06
277,153702.00400801605,1.6732356894122925e-07,5.763640715687171e-06,5.9309642846284e-06,5.763640715687171e-06,2.600079170145504e-06
278,154292.9859719439,2.281771686554728e-07,6.163944421164428e-06,6.392121589819901e-06,6.163944421164428e-06,2.824801847821839e-06
279,154883.96793587177,3.0615328062886734e-07,6.5264495384893985e-06,6.832602819118266e-06,6.5264495384893985e-06,3.0375656715437393e-06
280,155474.9498997996,4.04235149374641e-07,6.8441365733048055e-06,7.248371722679446e-06,6.8441365733048055e-06,3.2370076143653723e-06
281,156065.93186372746,5.253417831219464e-07,7.111265264602355e-06,7.636607047724301e-06,7.111265264602355e-06,3.4228940138072174e-06
282,156656.9138276553,6.721327237421296e-07,7.32349446652833e-06,7.99562719027046e-06,7.32349446652833e-06,3.595963802928655e-06
283,157247.89579158317,8.467884075942125e-07,7.477924242422022e-06,8.324712650016234e-06,7.477924242422022e-06,3.757660520658409e-06
284,157838.87775551103,1.0507828597130873e-06,7.573069655170079e-06,8.623852514883166e-06,7.573069655170079e-06,3.909791230707799e-06
285,158429.8597194389,1.28466990046819e-06,7.608779868576231e-06,8.89344976904442e-06,7.608779868576231e-06,4.054158982649647e-06
286,159020.84168336674,1.5479064174421045e-06,7.586117847561263e-06,9.134024265003368e-06,7.586117847561263e-06,4.19221706067239e-06
287,159611.8236472946,1.8387358057439472e-06,7.507215480796184e-06,9.34595128654013e-06,7.507215480796184e-06,4.3247882345469325e-06
288,160202.80561122246,2.1541510096438604e-06,7.375116976085501e-06,9.529267985729361e-06,7.375116976085501e-06,4.4518817944578225e-06
289,160793.78757515032,2.489949809243212e-06,7.193620640275463e-06,9.683570449518675e-06,7.193620640275463e-06,4.572627232021359e-06
290,161384.76953907817,2.8408857417294864e-06,6.967126321370652e-06,9.808012063100139e-06,6.967126321370652e-06,4.685328221095931e-06
291,161975.75150300603,3.2009074772362956e-06,6.700493316098542e-06,9.901400793334838e-06,6.700493316098542e-06,4.787626144830181e-06
292,162566.7334669339,3.5634690640536014e-06,6.398911614336501e-06,9.962380678390102e-06,6.398911614336501e-06,4.876750484018876e-06
293,163157.71543086175,3.9218847777447485e-06,6.06778790381783e-06,9.989672681562578e-06,6.06778790381783e-06,4.949825002846312e-06
294,163748.6973947896,4.2696967117827e-06,5.7126465934213185e-06,9.982343305204018e-06,5.7126465934213185e-06,5.00419429017036e-06
295,164339.67935871746,4.6010216311119836e-06,5.339045018319941e-06,9.940066649431925e-06,5.339045018319941e-06,5.037734761335617e-06
296,164930.66132264532,4.910846236605555e-06,4.952500856153525e-06,9.863347092759079e-06,4.952500856153525e-06,5.049117276127003e-06
297,165521.64328657315,5.1952464324975655e-06,4.558428667958049e-06,9.753675100455613e-06,5.1952464324975655e-06,5.037994501260661e-06
298,166112.625250501,5.45151542197846e-06,4.162081596902882e-06,9.613597018881341e-06,5.45151542197846e-06,5.0050944132763425e-06
299,166703.60721442886,5.678196045490521e-06,3.7684939112323005e-06,9.446689956722822e-06,5.678196045490521e-06,4.952211242011621e-06
300,167294.58917835672,5.8750231550526455e-06,3.382420532525269e-06,9.257443687577914e-06,5.8750231550526455e-06,4.882095939267856e-06
301,167885.57114228458,6.042790565852089e-06,3.008271066440165e-06,9.051061632292254e-06,6.042790565852089e-06,4.7982589804145914e-06
302,168476.55310621244,6.183163202146063e-06,2.6500380468521615e-06,8.833201248998225e-06,6.183163202146063e-06,4.7047078211311575e-06
303,169067.5350701403,6.2984579366943966e-06,2.3112217780705553e-06,8.609679714764952e-06,6.2984579366943966e-06,4.605648386845106e-06
304,169658.51703406815,6.391416338758326e-06,1.994756803617719e-06,8.386173142376044e-06,6.391416338758326e-06,4.505183445612183e-06
305,170249.498997996,6.4649895952524255e-06,1.702947078547425e-06,8.167936673799851e-06,6.4649895952524255e-06,4.407039906653825e-06
306,170840.48096192387,6.522151074203761e-06,1.4374178942376149e-06,7.959568968441376e-06,6.522151074203761e-06,4.314351976586316e-06
307,171431.46292585172,6.565746314608598e-06,1.1990922250630527e-06,7.764838539671651e-06,6.565746314608598e-06,4.229518462507013e-06
308,172022.44488977958,6.5983845622364746e-06,9.881974377476025e-07,7.586581999984077e-06,6.5983845622364746e-06,4.154141794351542e-06
309,172613.42685370744,6.622371053203737e-06,8.043055081552251e-07,7.426676561358962e-06,6.622371053203737e-06,4.089045400643114e-06
310,173204.4088176353,6.639675540122167e-06,6.464065209070252e-07,7.286082061029192e-06,6.639675540122167e-06,4.034356746344009e-06
311,173795.39078156315,6.651930244803257e-06,5.130118761866783e-07,7.164942120989935e-06,6.651930244803257e-06,3.989637040640533e-06
312,174386.37274549098,6.660449450015074e-06,4.022808515555158e-07,7.06273030157059e-06,6.660449450015074e-06,3.954036054633315e-06
313,174977.35470941884,6.666263080277109e-06,3.1216236821097555e-07,6.978425448488085e-06,6.666263080277109e-06,3.926451572215444e-06
314,175568.3366733467,6.670157545451236e-06,2.4054316685017973e-07,6.910700712301416e-06,6.670157545451236e-06,3.905676973342537e-06
315,176159.31863727455,6.672718490830093e-06,1.8539403758374845e-07,6.858112528413841e-06,6.672718490830093e-06,3.8905261377870585e-06
316,176750.3006012024,6.6743716126381715e-06,1.4490699048331086e-07,6.819278603121482e-06,6.6743716126381715e-06,3.879930968657626e-06
317,177341.28256513027,6.67541913033487e-06,1.1761788618648812e-07,6.793037016521358e-06,6.67541913033487e-06,3.873012240371305e-06
318,177932.26452905813,6.67607071311887e-06,1.0251062635612884e-07,6.778581339474999e-06,6.67607071311887e-06,3.869128385650237e-06
319,178523.24649298599,6.676468571606543e-06,9.910015712345362e-08,6.775568728729997e-06,6.676468571606543e-06,3.867908859500795e-06
320,179114.22845691384,6.6767070422738965e-06,1.0749203860069305e-07,6.78419908087459e-06,6.6767070422738965e-06,3.869278825375777e-06
321,179705.2104208417,6.6768473480402235e-06,1.2841614855564825e-07,6.805263496595872e-06,6.6768473480402235e-06,3.873480342552867e-06
322,180296.19238476956,6.676928369651914e-06,1.6323138903090222e-07,6.840159758682816e-06,6.676928369651914e-06,3.8810924118605275e-06
323,180887.17434869742,6.676974270903629e-06,2.1389739292512848e-07,6.890871663828757e-06,6.676974270903629e-06,3.893048681285088e-06
324,181478.15631262527,6.676999741619862e-06,2.8290863279733165e-07,6.9599083744171935e-06,6.676999741619862e-06,3.910647913343871e-06
325,182069.13827655313,6.67701349982399e-06,3.731864868878251e-07,7.050199986711815e-06,6.67701349982399e-06,3.93554911301936e-06
326,182660.120240481,6.6770205597584396e-06,4.879261120328264e-07,7.164946671791266e-06,6.6770205597584396e-06,3.969741176163434e-06
327,183251.10220440885,6.677023644300491e-06,6.303976353452434e-07,7.307421279645735e-06,6.677023644300491e-06,4.015476678866776e-06
328,183842.0841683367,6.677024008163656e-06,8.037051899042592e-07,7.480729198067915e-06,6.677024008163656e-06,4.075161479132258e-06
329,184433.06613226453,6.677021844388434e-06,1.010512388139287e-06,7.68753423252772e-06,6.677021844388434e-06,4.151196341567415e-06
330,185024.0480961924,6.6770163689037484e-06,1.2527483833530204e-06,7.929764752256769e-06,6.6770163689037484e-06,4.2457735752495415e-06
331,185615.03006012025,6.677005611971846e-06,1.5313139394151576e-06,8.208319551387003e-06,6.677005611971846e-06,4.360639905348671e-06
332,186206.0120240481,6.6769858861054315e-06,1.8458110374999164e-06,8.522796923605347e-06,6.6769858861054315e-06,4.496845169733022e-06
333,186796.99398797596,6.67695084306837e-06,2.194321669992505e-06,8.871272513060874e-06,6.67695084306837e-06,4.654503286202991e-06
334,187387.97595190382,6.676889975273581e-06,2.5732609792159138e-06,9.250150954489495e-06,6.676889975273581e-06,4.832595595800141e-06
335,187978.95791583168,6.676786359519142e-06,2.9773264993938372e-06,9.65411285891298e-06,6.676786359519142e-06,5.02884586758279e-06
336,188569.93987975953,6.67661338805385e-06,3.399559074688361e-06,1.007617246274221e-05,6.67661338805385e-06,5.2396904552269004e-06
337,189160.9218436874,6.676330193171246e-06,3.831522594542267e-06,1.0507852787713512e-05,6.676330193171246e-06,5.4603568733710496e-06
338,189751.90380761525,6.675875462724553e-06,4.263599896057398e-06,1.0939475358781951e-05,6.675875462724553e-06,5.685051003591287e-06
339,190342.8857715431,6.675159386895469e-06,4.685392120853511e-06,1.1360551507748981e-05,6.675159386895469e-06,5.907239589414141e-06
340,190933.86773547097,6.67405359715893e-06,5.08619959161519e-06,1.1760253188774121e-05,6.67405359715893e-06,6.120003192419063e-06
341,191524.84969939882,6.672379182808685e-06,5.45555484394224e-06,1.2127934026750926e-05,6.672379182808685e-06,6.316427476647447e-06
342,192115.83166332668,6.669893218276797e-06,5.783773470612287e-06,1.2453666688889083e-05,6.669893218276797e-06,6.489998681119691e-06
343,192706.81362725454,6.666274709781357e-06,6.062486208997263e-06,1.272876091877862e-05,6.666274709781357e-06,6.634972239119812e-06
344,193297.79559118237,6.661111450086775e-06,6.2851161934652565e-06,1.294622764355203e-05,6.661111450086775e-06,6.746690287634895e-06
345,193888.77755511022,6.653889896651406e-06,6.4472682245941055e-06,1.3101158121245512e-05,6.653889896651406e-06,6.821832085876982e-06
346,194479.75951903808,6.643990760000236e-06,6.547001881877246e-06,1.3190992641877482e-05,6.643990760000236e-06,6.858588856694084e-06
347,195070.74148296594,6.630693364211179e-06,6.584966938611022e-06,1.32156603028222e-05,6.630693364211179e-06,6.856759655022818e-06
348,195661.7234468938,6.613191851092134e-06,6.564387517290825e-06,1.317757936838296e-05,6.613191851092134e-06,6.817767080930323e-06
349,196252.70541082165,6.590625774637183e-06,6.4908905208008064e-06,1.308151629543799e-05,6.590625774637183e-06,6.744591778949216e-06
350,196843.6873747495,6.562126442030446e-06,6.372183865492585e-06,1.2934310307523031e-05,6.562126442030446e-06,6.641624409673191e-06
351,197434.66933867737,6.526878456475039e-06,6.2176005963541805e-06,1.274447905282922e-05,6.526878456475039e-06,6.514435095740002e-06
352,198025.65130260523,6.484193390054593e-06,6.037535531575133e-06,1.2521728921629725e-05,6.484193390054593e-06,6.369464634956832e-06
353,198616.63326653308,6.433589606878214e-06,5.842810836578228e-06,1.2276400443456442e-05,6.433589606878214e-06,6.213649266044148e-06
354,199207.61523046094,6.374869376612651e-06,5.644014794692846e-06,1.2018884171305496e-05,6.374869376612651e-06,6.054000291562718e-06
355,199798.5971943888,6.308182104183515e-06,5.4508628476012725e-06,1.1759044951784788e-05,6.308182104183515e-06,5.8971690978812904e-06
356,200389.57915831666,6.234061345177925e-06,5.271630664432438e-06,1.1505692009610363e-05,6.234061345177925e-06,5.749034313785368e-06
357,200980.56112224451,6.153423815663063e-06,5.11270487771654e-06,1.1266128693379602e-05,6.153423815663063e-06,5.614348725704081e-06
358,201571.54308617237,6.067521195894978e-06,4.978288106106548e-06,1.1045809302001527e-05,6.067521195894978e-06,5.496478084766741e-06
359,202162.52505010023,5.977840227543386e-06,4.87028159573934e-06,1.0848121823282726e-05,5.977840227543386e-06,5.397252750118781e-06
360,202753.5070140281,5.885953093032839e-06,4.788352584726794e-06,1.0674305677759632e-05,5.885953093032839e-06,5.316938453601882e-06
361,203344.48897795592,5.793327629339403e-06,4.7301761920778365e-06,1.052350382141724e-05,5.793327629339403e-06,5.25431757086047e-06
362,203935.47094188377,5.701114521877908e-06,4.691825359289189e-06,1.0392939881167098e-05,5.701114521877908e-06,5.206860445068022e-06
363,204526.45290581163,5.609935011564665e-06,4.668269125417929e-06,1.0278204136982594e-05,5.609935011564665e-06,5.170959964166051e-06
364,205117.4348697395,5.5196966036636405e-06,4.653930843017308e-06,1.0173627446680949e-05,5.5196966036636405e-06,5.142202620707922e-06
365,205708.41683366735,5.429464798012888e-06,4.643254696848065e-06,1.0072719494860952e-05,5.429464798012888e-06,5.115654786955727e-06
366,206299.3987975952,5.337415414605535e-06,4.6312311231685555e-06,9.96864653777409e-06,5.337415414605535e-06,5.086151529376345e-06
367,206890.38076152306,5.240884701091489e-06,4.613838748183029e-06,9.854723449274517e-06,5.240884701091489e-06,5.048583795079629e-06
368,207481.36272545092,5.136523756110514e-06,4.588371010185639e-06,9.724894766296153e-06,5.136523756110514e-06,4.998185192954035e-06
369,208072.34468937878,5.020551147501645e-06,4.553628148240594e-06,9.574179295742238e-06,5.020551147501645e-06,4.9308198470875036e-06
370,208663.32665330663,4.889084636540518e-06,4.509968172013827e-06,9.399052808554346e-06,4.889084636540518e-06,4.843267532118576e-06
371,209254.3086172345,4.738521509578576e-06,4.4592224469630755e-06,9.197743956541652e-06,4.738521509578576e-06,4.733492932751971e-06
372,209845.29058116235,4.565928929783263e-06,4.404491691449646e-06,8.97042062123291e-06,4.565928929783263e-06,4.600875327173536e-06
373,210436.2725450902,4.369402319354386e-06,4.349845961741001e-06,8.719248281095387e-06,4.369402319354386e-06,4.446366959277113e-06
374,211027.25450901806,4.1483517933398905e-06,4.299957435850995e-06,8.448309229190886e-06,4.299957435850995e-06,4.272546272315444e-06
375,211618.23647294592,3.903684028493879e-06,4.259697586853224e-06,8.163381615347103e-06,4.259697586853224e-06,4.0835381968175765e-06
376,212209.21843687375,3.637858786564338e-06,4.233730874254645e-06,7.871589660818982e-06,4.233730874254645e-06,3.8847879800529595e-06
377,212800.2004008016,3.3548140310634837e-06,4.226135616582173e-06,7.580949647645657e-06,4.226135616582173e-06,3.6826955336655495e-06
378,213391.18236472947,3.0597691057796917e-06,4.240079453473913e-06,7.2998485592536055e-06,4.240079453473913e-06,3.4841400284152204e-06
379,213982.16432865732,2.7589295421088765e-06,4.277571954372533e-06,7.036501496481409e-06,4.277571954372533e-06,3.2959446325099394e-06
380,214573.14629258518,2.4591276838396553e-06,4.339310695828357e-06,6.798438379668012e-06,4.339310695828357e-06,3.1243443419609357e-06
381,215164.12825651304,2.1674389461630854e-06,4.424629793967897e-06,6.592068740130982e-06,4.424629793967897e-06,2.9745227371574163e-06
382,215755.1102204409,1.8908134303973918e-06,4.531551835275361e-06,6.422365265672753e-06,4.531551835275361e-06,2.850275390051203e-06
383,216346.09218436875,1.63575697798358e-06,4.65693590705615e-06,6.29269288503973e-06,4.65693590705615e-06,2.753840036600198e-06
384,216937.0741482966,1.4080856269887425e-06,4.796706591486211e-06,6.204792218474954e-06,4.796706591486211e-06,2.6859098146021564e-06
385,217528.05611222447,1.2127645878162033e-06,4.94614200113189e-06,6.1589065889480935e-06,4.94614200113189e-06,2.645820010659281e-06
386,218119.03807615233,1.0538294315539863e-06,5.100193831140162e-06,6.154023262694148e-06,5.100193831140162e-06,2.631874901040443e-06
387,218710.02004008018,9.343753604573557e-07,5.25380954028288e-06,6.188184900740236e-06,5.25380954028288e-06,2.6417625977497516e-06
388,219301.00200400804,8.565920435234394e-07,5.402226574825755e-06,6.258818618349195e-06,5.402226574825755e-06,2.672994367708193e-06
389,219891.9839679359,8.21817752429977e-07,5.541211256514596e-06,6.363029008944573e-06,5.541211256514596e-06,2.723301682306219e-06
390,220482.96593186376,8.305878062437005e-07,5.667220570989741e-06,6.4978083772334415e-06,5.667220570989741e-06,2.7909295227489376e-06
391,221073.9478957916,8.826581502764139e-07,5.777473325550965e-06,6.660131475827379e-06,5.777473325550965e-06,2.8747779108555343e-06
392,221664.92985971947,9.76994025701587e-07,5.869927369698564e-06,6.846921395400151e-06,5.869927369698564e-06,2.9743643648171523e-06
393,222255.9118236473,1.111724380270013e-06,5.943170815595747e-06,7.05489519586576e-06,5.943170815595747e-06,3.0896062470696366e-06
394,222846.89378757516,1.2840729660966963e-06,5.99624618305462e-06,7.280319149151316e-06,5.99624618305462e-06,3.220450871604696e-06
395,223437.87575150302,1.4902851414449095e-06,6.028435665462336e-06,7.518720806907245e-06,6.028435665462336e-06,3.366408664564964e-06
396,224028.85771543087,1.72557386065291e-06,6.039041821101051e-06,7.76461568175396e-06,6.039041821101051e-06,3.526065756206997e-06
397,224619.83967935873,1.984108498438066e-06,6.027199750609473e-06,8.011308249047538e-06,6.027199750609473e-06,3.696662443362716e-06
398,225210.8216432866,2.2590660926207578e-06,5.9917535547638025e-06,8.25081964738456e-06,5.9917535547638025e-06,3.873819753874959e-06
399,225801.80360721445,2.5427571242105736e-06,5.931221627812914e-06,8.473978752023488e-06,5.931221627812914e-06,4.051477202241886e-06
400,226392.7855711423,2.8268284661195412e-06,5.843862995280723e-06,8.670691461400263e-06,5.843862995280723e-06,4.222073265067804e-06
401,226983.76753507016,3.1025362739264488e-06,5.727842072377386e-06,8.830378346303834e-06,5.727842072377386e-06,4.376961585503385e-06
402,227574.74949899802,3.3610729561414944e-06,5.581474058939024e-06,8.942547015080518e-06,5.581474058939024e-06,4.507017732284701e-06
403,228165.73146292588,3.5939261729412676e-06,5.403520049889155e-06,8.997446222830423e-06,5.403520049889155e-06,4.603360916135055e-06
404,228756.71342685373,3.793244719968149e-06,5.193491958644736e-06,8.986736678612885e-06,5.193491958644736e-06,4.658098148691729e-06
405,229347.6953907816,3.9521861611584326e-06,4.951924046897971e-06,8.904110208056404e-06,4.951924046897971e-06,4.6649976047847e-06
406,229938.67735470945,4.065223627719165e-06,4.680570850961314e-06,8.745794478680479e-06,4.680570850961314e-06,4.620012512833838e-06
407,230529.6593186373,4.12839340093483e-06,4.3825001915777115e-06,8.510893592512541e-06,4.3825001915777115e-06,4.5216026876489926e-06
408,231120.64128256514,4.139469779360774e-06,4.062063392079347e-06,8.201533171440122e-06,4.139469779360774e-06,4.3708318506715005e-06
409,231711.623246493,4.09805852502055e-06,3.724740735850665e-06,7.822799260871216e-06,4.09805852502055e-06,4.171248874727431e-06
410,232302.60521042085,4.005604482919214e-06,3.3768761500336957e-06,7.38248063295291e-06,4.005604482919214e-06,3.928584988931437e-06
411,232893.5871743487,3.86531276881739e-06,3.0253287656864454e-06,6.890641534503835e-06,3.86531276881739e-06,3.6503139496480324e-06
412,233484.56913827657,3.681986515382952e-06,2.677078496919325e-06,6.359065012302277e-06,3.681986515382952e-06,3.3451278641821513e-06
413,234075.55110220442,3.461787947036967e-06,2.338826974615937e-06,5.800614921652904e-06,3.461787947036967e-06,3.0223794041985266e-06
414,234666.53306613228,3.2119337774234645e-06,2.0166338207909426e-06,5.2285675982144075e-06,3.2119337774234645e-06,2.6915343312968123e-06
415,235257.51503006014,2.940340537636062e-06,1.7156219692688297e-06,4.655962506904892e-06,2.940340537636062e-06,2.3616694253058375e-06
416,235848.496993988,2.6552400167884025e-06,1.4397758182919072e-06,4.0950158350803094e-06,2.6552400167884025e-06,2.041042182860408e-06
